sch_name,lea_name,year,address,geocodingURL,contact,phone,accredit,sch_core_uq,lea_core_uq,st_core_uq,lea_prov_tch,lea_prov_sped_tch,st_prov_tch,st_prov_sped_tch,sch_bach,sch_mast,sch_phd,lea_bach,lea_mast,lea_phd,st_bach,st_mast,st_phd,sch_prov_tch,sch_prov_sped_tch,eid,street,city,state,country,title1_p,title1_f,combokey,nces_school_id,leaid,schid,sch_address,sch_city,sch_zip,jj,prek,k,g1,g2,g3,g4,g5,g6,g7,g8,g9,g10,g11,g12,ug,sp_ed,mg_sch,charter_sch,alt_sch,ab_group,mg_sch2,alt_acd_dif,alt_disc_prob,alt_other,gte_program,provide_ap,num_ap_courses,student_ap_choice,m_ame_7_enrol,m_asi_7_enrol,m_his_7_enrol,m_bla_7_enrol,m_whi_7_enrol,m_hi_pac_7_enrol,m_2_or_more_7_enrol,m_tot_7_enrol,m_dis_idea_7_enrol,m_dis_504_7_enrol,m_lep_7_enrol,f_ame_7_enrol,f_asi_7_enrol,f_his_7_enrol,f_bla_7_enrol,f_whi_7_enrol,f_hi_pac_7_enrol,f_2_or_more_7_enrol,f_tot_7_enrol,f_dis_idea_7_enrol,f_dis_504_7_enrol,f_lep_7_enrol,tot_fte,fte_cert,teach_1st_yr,teach_2nd_yr,counsel,tot_enroll,m_perc,f_perc,ame_tot,asi_tot,his_tot,bla_tot,whi_tot,hi_pac_tot,more_tot,dis_504_tot,lep_tot,ame_perc,asi_perc,his_perc,bla_perc,whi_perc,hi_pac_perc,more_perc,dis_504_perc,lep_perc,teach_1st_perc,teach_2nd_perc,title_1,fte_absent,fte_teachers_fin,teach_amount,avg_teach_salary,tot_salaries,inst_salaries,expend,fte_absent_perc,read_3_score,read_4_score,read_5_score,read_6_score,read_7_score,read_8_score,read_11_score,write_5_score,write_8_score,write_11_score,math_3_score,math_4_score,math_5_score,math_6_score,math_7_score,math_8_score,alg_1_score,alg_2_score,geo_score,avg_eng_score,avg_math_score,poor_perc,blk_perc,azn_perc,wht_perc,male_perc,fem_perc,sev_dis_perc,pop5to17,pop5to17lag,pov5to17,pov5to17lag,pov_5to17_perc,pov_5to17_lag_perc,teach_3rd_higher,mastbachratio,perc_cert,logenroll,logfte,ratio,meanpov,cenpov,meanexp,cenexp,meaneduc,ceneduc,meancert,cencert,p25pov,p75pov,p25exp,p75exp,p25educ,p75educ,p25cert,p75cert,expint,educint,certint,yearid,v188
MARY G PORTER TRADITIONAL,PRINCE WILLIAM CO PBLC SCHS,_12,"15311 Forest Grove Drive, Woodbridge, VA 22191",https://maps.googleapis.com/maps/api/geocode/json?key=AIzaSyBmqvR_Y10Ppg2aT44rbSMVZqoqIg_u9WA&address=15311+Forest+Grove+Drive%2C+Woodbridge%2C+VA+22191,Principal: Darci Whitehead,(703) 580-6501,Fully Accredited,4,2,1,4,1,5,1,30,67,2,34,65,1,41,56,1,11,0,6058,15311 Forest Grove Drive,WOODBRIDGE,VA,USA,0,0,5.103E11,5.103E11,5103130,2798,15311 FOREST GROVE DRIVE,WOODBRIDGE,22191,,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,1,1,,,,1,,,,2,50,38,80,119,0,20,309,40,0,35,2,47,47,95,134,0,32,357,31,0,44,36.6,32.1,4,0.5,,666,46.4,53.6,4,97,85,175,253,0,52,0,79,0.6,14.56,12.76,26.28,37.99,0,7.81,0,11.86,10.93,1.37,0,16,35.1,1978411,56365,2530880,2002573,231203,43.72,531,524,506,525,514,520,,484,466,,460,481,476,469,432,477,480,,,500.2929,465.12,15.54,26.09,14.78,38.16,46.3,53.7,3.47,86363,84571,7721,7784,8.940171,0.092041,87.7,2.233333,87.70492,6.50129,3.600048,18.19672,15.90492,-6.964747,90.38022,-2.680222,1.486381,0.7469522,97.32459,-9.619675,-6.964747,6.72269,-3.53022,5.499779,-0.6634321,0.3621037,0.1176758,2.675407,18.66707,-5.202333,66.9986,_12,1507
FANNIE W FITZGERALD ELEM SCH,PRINCE WILLIAM CO PBLC SCHS,_12,"15500 Benita Fitzgerald Drive, Woodbridge, VA 22193",https://maps.googleapis.com/maps/api/geocode/json?key=AIzaSyBmqvR_Y10Ppg2aT44rbSMVZqoqIg_u9WA&address=15500+Benita+Fitzgerald+Drive%2C+Woodbridge%2C+VA+22193,Principal: Ms. Bridget Outlaw,(703) 583-4195,Fully Accredited,0,2,1,4,1,5,1,28,66,6,34,65,1,41,56,1,2,2,6883,15500 Benita Fitzgerald Drive,WOODBRIDGE,VA,USA,0,0,5.103E11,5.103E11,5103130,2783,15500 BENITA FITZGERLAD DRIVE,WOODBRIDGE,22193,,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,1,,,,2,38,119,194,41,0,32,426,46,0,149,2,29,113,191,32,0,29,396,19,0,122,55.5,39,0,2,,822,51.82,48.18,4,67,232,385,73,0,61,0,271,0.49,8.15,28.22,46.84,8.88,0,7.42,0,32.97,0,3.6,1,32.5,50.5,2737428,54206,3465586,2846268,111444,58.56,456,459,458,,,,,450,,,386,428,419,,,,,,,455.6211,409.7931,54.37,46.97,8.13,8.74,52.18,47.82,1.82,86363,84571,7721,7784,8.940171,0.092041,96.4,2.357143,70.27027,6.71174,4.016383,14.81081,15.90492,-6.964747,90.38022,6.019783,1.486381,0.8707618,97.32459,-27.05432,-6.964747,6.72269,-3.53022,5.499779,-0.6634321,0.3621037,0.1176758,2.675407,-41.92627,-6.064636,188.4265,_12,1505
FOREST PARK HIGH,PRINCE WILLIAM CO PBLC SCHS,_12,"15721 Forest Park Drive, Woodbridge, VA 22193",https://maps.googleapis.com/maps/api/geocode/json?key=AIzaSyBmqvR_Y10Ppg2aT44rbSMVZqoqIg_u9WA&address=15721+Forest+Park+Drive%2C+Woodbridge%2C+VA+22193,Principal: Richard Martinez,(703) 583-3200,Fully Accredited,0,2,1,4,1,5,1,26,73,1,34,65,1,41,56,1,4,1,2226,15721 Forest Park Drive,WOODBRIDGE,VA,USA,0,0,5.103E11,5.103E11,5103130,2542,15721 FOREST PARK DRIVE,WOODBRIDGE,22193,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,,,,1,1,21,0,5,86,200,326,533,2,110,1262,130,2,68,2,68,170,272,458,5,134,1109,79,0,56,121.6,118.6,2.6,2,6,2371,53.23,46.77,7,154,370,598,991,7,244,2,124,0.3,6.5,15.61,25.22,41.8,0.3,10.29,0.08,5.23,2.14,1.64,0,74.8,112.2,6764516,60290,9131620,6762265,1084995,61.51,,,,,,,491,,,487,,,,,,,401,403,425,489.0054,411.4959,19.24,25.72,6.44,41.38,53.64,46.36,7.52,86363,84571,7721,7784,8.940171,0.092041,96.22,2.807692,97.5329,7.771067,4.800737,19.49836,15.90492,-6.964747,90.38022,5.839783,1.486381,1.321311,97.32459,0.2083054,-6.964747,6.72269,-3.53022,5.499779,-0.6634321,0.3621037,0.1176758,2.675407,-40.67261,-9.202599,-1.450794,_12,1497
LEESYLVANIA ELEM,PRINCE WILLIAM CO PBLC SCHS,_12,"15800 Neabsco Rd, Woodbridge, VA 22191",https://maps.googleapis.com/maps/api/geocode/json?key=AIzaSyBmqvR_Y10Ppg2aT44rbSMVZqoqIg_u9WA&address=15800+Neabsco+Rd%2C+Woodbridge%2C+VA+22191,Principal: Mr. Ron Whitten,(703) 670-8268,Fully Accredited,2,2,1,4,1,5,1,40,60,0,34,65,1,41,56,1,5,7,2067,15800 Neabsco Rd,WOODBRIDGE,VA,USA,0,0,5.103E11,5.103E11,5103130,1399,15800 NEABSCO RD,WOODBRIDGE,22191,,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,1,,,,2,41,65,161,101,2,35,407,94,0,89,2,26,74,143,83,0,35,363,52,0,74,53.5,42,4,7,,770,52.86,47.14,4,67,139,304,184,2,70,0,163,0.52,8.7,18.05,39.48,23.9,0.26,9.09,0,21.17,7.48,13.08,0,23.4,39.5,2117828,53616,2898734,2242768,254242,43.74,463,485,480,,,,,466,,,423,434,426,,,,,,,473.8242,427.6398,35.83,39.33,8.93,23.54,52.91,47.09,11.51,86363,84571,7721,7784,8.940171,0.092041,79.44,1.5,78.50467,6.64639,3.979682,14.39252,15.90492,-6.964747,90.38022,-10.94022,1.486381,0.0136188,97.32459,-18.81992,-6.964747,6.72269,-3.53022,5.499779,-0.6634321,0.3621037,0.1176758,2.675407,76.19584,-0.0948517,131.076,_12,1469
FRED M LYNN MIDDLE,PRINCE WILLIAM CO PBLC SCHS,_12,"1650 Prince William Parkway, Woodbridge, VA 22191",https://maps.googleapis.com/maps/api/geocode/json?key=AIzaSyBmqvR_Y10Ppg2aT44rbSMVZqoqIg_u9WA&address=1650+Prince+William+Parkway%2C+Woodbridge%2C+VA+22191,Principal: Mr. Jorge Neves,(703) 494-5157,Accredited with Warning,1,2,1,4,1,5,1,38,61,1,34,65,1,41,56,1,18,0,820,1650 Prince William Parkway,WOODBRIDGE,VA,USA,0,0,5.103E11,5.103E11,5103130,1297,1650 PRINCE WILLIAM PARKWAY,WOODBRIDGE,22191,,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,,,,1,,,,2,20,272,137,53,0,14,498,70,2,230,2,23,248,128,32,2,8,443,37,0,206,64,57,5,8,,941,52.92,47.08,4,43,520,265,85,2,22,2,436,0.43,4.57,55.26,28.16,9.03,0.21,2.34,0.21,46.33,7.81,12.5,0,32,57.2,3011862,52655,4053413,3011862,242266,50,,,,451,444,461,,,419,,,,,404,366,386,416,,437,441.4632,375.8925,66.38,28.12,4.55,8.99,53.17,46.83,7.19,86363,84571,7721,7784,8.940171,0.092041,79.69,1.605263,89.0625,6.846943,4.158883,14.70313,15.90492,-6.964747,90.38022,-10.69022,1.486381,0.1188819,97.32459,-8.262093,-6.964747,6.72269,-3.53022,5.499779,-0.6634321,0.3621037,0.1176758,2.675407,74.45466,-0.8279827,57.54339,_12,1440
RIVER OAKS ELEM,PRINCE WILLIAM CO PBLC SCHS,_12,"16950 McGuffeys Trail, Woodbridge, VA 22191",https://maps.googleapis.com/maps/api/geocode/json?key=AIzaSyBmqvR_Y10Ppg2aT44rbSMVZqoqIg_u9WA&address=16950+McGuffeys+Trail%2C+Woodbridge%2C+VA+22191,Principal: Aerica A. Williams,(703) 441-0050,Fully Accredited,0,2,1,4,1,5,1,41,59,0,34,65,1,41,56,1,,,794,16950 McGuffeys Trail,WOODBRIDGE,VA,USA,0,0,5.103E11,5.103E11,5103130,2198,16950 MCGUFFEYS TRAIL,WOODBRIDGE,22191,,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,,,,1,,,,2,17,98,173,29,0,14,333,52,0,104,2,14,86,134,29,2,11,278,13,0,95,40.71,30.71,2,3,,611,54.5,45.5,4,31,184,307,58,2,25,0,199,0.65,5.07,30.11,50.25,9.49,0.33,4.09,0,32.57,4.91,7.37,1,27.21,39,2132079,54669,2717659,2199450,152088,66.84,458,456,455,,,,,444,,,408,418,410,,,,,,,453.6143,412.0068,59.57,50.25,5.24,9.17,54.01,45.99,1.8,86363,84571,7721,7784,8.940171,0.092041,87.72,1.439024,75.43601,6.415097,3.706474,15.0086,15.90492,-6.964747,90.38022,-2.660217,1.486381,-0.0473567,97.32459,-21.88858,-6.964747,6.72269,-3.53022,5.499779,-0.6634321,0.3621037,0.1176758,2.675407,18.52774,0.3298276,152.4484,_12,1483
R DEAN KILBY ELEM,PRINCE WILLIAM CO PBLC SCHS,_12,"1800 Horner Rd, Woodbridge, VA 22191",https://maps.googleapis.com/maps/api/geocode/json?key=AIzaSyBmqvR_Y10Ppg2aT44rbSMVZqoqIg_u9WA&address=1800+Horner+Rd%2C+Woodbridge%2C+VA+22191,Principal: Ms. Amy Jordan,(703) 494-6677,Fully Accredited,0,2,1,4,1,5,1,24,74,0,34,65,1,41,56,1,,,862,1800 Horner Rd,WOODBRIDGE,VA,USA,0,0,5.103E11,5.103E11,5103130,1317,1800 HORNER RD,WOODBRIDGE,22191,,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,1,,,,0,8,134,50,26,0,11,229,55,0,122,0,2,110,41,20,0,11,184,19,0,104,35.2,25.7,0,2,,413,55.45,44.55,0,10,244,91,46,0,22,0,226,0,2.42,59.08,22.03,11.14,0,5.33,0,54.72,0,5.68,1,17.5,24.7,1392829,56390,1944285,1481060,215414,49.72,456,456,438,,,,,437,,,409,424,381,,,,,,,446.9333,404.6024,64.99,21.34,2.88,11.51,55.64,44.36,9.11,86363,84571,7721,7784,8.940171,0.092041,94.32,3.083333,73.01136,6.023448,3.561046,11.73295,15.90492,-6.964747,90.38022,3.939781,1.486381,1.596952,97.32459,-24.31323,-6.964747,6.72269,-3.53022,5.499779,-0.6634321,0.3621037,0.1176758,2.675407,-27.43958,-11.12237,169.3355,_12,1458
ELIZABETH VAUGHAN ELEM,PRINCE WILLIAM CO PBLC SCHS,_12,"2200 York Dr, Woodbridge, VA 22191",https://maps.googleapis.com/maps/api/geocode/json?key=AIzaSyBmqvR_Y10Ppg2aT44rbSMVZqoqIg_u9WA&address=2200+York+Dr%2C+Woodbridge%2C+VA+22191,Principal: Mark Boyd,(703) 494-3220,Fully Accredited,6,2,1,4,1,5,1,36,60,0,34,65,1,41,56,1,4,0,826,2200 York Dr,WOODBRIDGE,VA,USA,0,1,5.103E11,5.103E11,5103130,1294,2200 YORK DR,WOODBRIDGE,22191,,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,1,,,,0,20,176,116,35,0,14,361,28,0,188,0,35,209,146,44,2,17,453,16,0,203,49.1,35,3,2,,814,44.35,55.65,0,55,385,262,79,2,31,0,391,0,6.76,47.3,32.19,9.71,0.25,3.81,0,48.03,6.11,4.07,1,22,50.1,2602956,51955,3408608,2777040,387539,44.81,440,451,449,,,,,458,,,391,414,421,,,,,,,449.0577,407.6361,58.68,32.15,7.09,9.41,44.25,55.75,1.22,86363,84571,7721,7784,8.940171,0.092041,89.82,1.666667,71.2831,6.701961,3.893859,16.57841,15.90492,-6.964747,90.38022,-0.5602188,1.486381,0.1802855,97.32459,-26.0415,-6.964747,6.72269,-3.53022,5.499779,-0.6634321,0.3621037,0.1176758,2.675407,3.901783,-1.255643,181.3725,_12,1437
WOODBRIDGE MIDDLE,PRINCE WILLIAM CO PBLC SCHS,_12,"2201 York Dr, Woodbridge, VA 22191",https://maps.googleapis.com/maps/api/geocode/json?key=AIzaSyBmqvR_Y10Ppg2aT44rbSMVZqoqIg_u9WA&address=2201+York+Dr%2C+Woodbridge%2C+VA+22191,Principal: Skyles Calhoun,(703) 494-3181,Fully Accredited,0,2,1,4,1,5,1,28,72,0,34,65,1,41,56,1,4,3,824,2201 York Dr,WOODBRIDGE,VA,USA,0,0,5.103E11,5.103E11,5103130,1326,2201 YORK DR,WOODBRIDGE,22191,,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,,,,,1,,,,0,47,185,137,140,0,38,547,91,0,140,2,47,182,149,125,0,47,552,43,0,146,64.68,61.68,5,6,,1099,49.77,50.23,2,94,367,286,265,0,85,0,286,0.18,8.55,33.39,26.02,24.11,0,7.73,0,26.02,7.73,9.28,0,37,57,3169308,55602,4273222,3219579,443716,57.2,,,,476,484,486,,,431,,,,,442,418,434,454,,,466.9128,428.0516,44.92,26.06,8.36,24.26,50.22,49.78,9.89,86363,84571,7721,7784,8.940171,0.092041,82.99,2.571429,95.36178,7.002156,4.169452,16.99134,15.90492,-6.964747,90.38022,-7.390221,1.486381,1.085047,97.32459,-1.962814,-6.964747,6.72269,-3.53022,5.499779,-0.6634321,0.3621037,0.1176758,2.675407,51.47102,-7.557081,13.67051,_12,1466
ROCKLEDGE ELEM,PRINCE WILLIAM CO PBLC SCHS,_12,"2300 Mariner Ln, Woodbridge, VA 22192",https://maps.googleapis.com/maps/api/geocode/json?key=AIzaSyBmqvR_Y10Ppg2aT44rbSMVZqoqIg_u9WA&address=2300+Mariner+Ln%2C+Woodbridge%2C+VA+22192,Principal: Ms. Amy Schott,(703) 491-2108,Fully Accredited,0,2,1,4,1,5,1,35,65,0,34,65,1,41,56,1,11,0,890,2300 Mariner Ln,WOODBRIDGE,VA,USA,0,0,5.103E11,5.103E11,5103130,1320,2300 MARINER LN,WOODBRIDGE,22192,,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,1,,,,0,23,92,53,92,0,23,283,34,0,92,0,23,71,38,86,0,23,241,22,0,71,34,24,4,1,,524,54.01,45.99,0,46,163,91,178,0,46,0,163,0,8.78,31.11,17.37,33.97,0,8.78,0,31.11,11.76,2.94,0,13,32,1856662,58021,2370839,1913320,183591,38.24,492,491,452,,,,,455,,,431,473,441,,,,,,,476.0316,449.7359,39.85,17.02,8.7,34.24,53.97,46.03,2.13,86363,84571,7721,7784,8.940171,0.092041,85.3,1.857143,70.58823,6.261492,3.526361,15.41177,15.90492,-6.964747,90.38022,-5.080215,1.486381,0.3707616,97.32459,-26.73636,-6.964747,6.72269,-3.53022,5.499779,-0.6634321,0.3621037,0.1176758,2.675407,35.38242,-2.582261,186.212,_12,1460
WOODBRIDGE HIGH,PRINCE WILLIAM CO PBLC SCHS,_12,"3001 Old Bridge Rd, Woodbridge, VA 22192",https://maps.googleapis.com/maps/api/geocode/json?key=AIzaSyBmqvR_Y10Ppg2aT44rbSMVZqoqIg_u9WA&address=3001+Old+Bridge+Rd%2C+Woodbridge%2C+VA+22192,Principal: Mr. David J. Huckestein,(703) 497-8000,Fully Accredited,3,2,1,4,1,5,1,34,63,1,34,65,1,41,56,1,7,1,843,3001 Old Bridge Rd,WOODBRIDGE,VA,USA,0,0,5.103E11,5.103E11,5103130,1327,3001 OLD BRIDGE RD,WOODBRIDGE,22192,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,,,,1,1,21,0,5,77,404,293,473,5,86,1343,184,2,152,5,71,362,284,515,2,143,1382,91,2,152,155.5,154.5,9,5,7,2725,49.28,50.72,10,148,766,577,988,7,229,4,304,0.37,5.43,28.11,21.17,36.26,0.26,8.4,0.15,11.16,5.79,3.22,0,83.5,138.2,8445133,61108,11001257,8445133,863162,53.7,,,,,,,486,,,478,,,,,,,399,401,414,481.9879,405.7252,28.74,21.2,5.33,36.14,49.58,50.42,8.15,86363,84571,7721,7784,8.940171,0.092041,90.99,1.852941,99.35691,7.910223,5.046646,17.52412,15.90492,-6.964747,90.38022,0.6097794,1.486381,0.36656,97.32459,2.032318,-6.964747,6.72269,-3.53022,5.499779,-0.6634321,0.3621037,0.1176758,2.675407,-4.246959,-2.552998,-14.15458,_12,1467
OLD BRIDGE ELEM,PRINCE WILLIAM CO PBLC SCHS,_12,"3051 Old Bridge Road, Woodbridge, VA 22192",https://maps.googleapis.com/maps/api/geocode/json?key=AIzaSyBmqvR_Y10Ppg2aT44rbSMVZqoqIg_u9WA&address=3051+Old+Bridge+Road%2C+Woodbridge%2C+VA+22192,Principal: Anita G. Flemons,(703) 491-5614,Fully Accredited,0,2,1,4,1,5,1,29,71,0,34,65,1,41,56,1,,,1982,3051 Old Bridge Road,WOODBRIDGE,VA,USA,0,0,5.103E11,5.103E11,5103130,1170,3051 OLD BRIDGE ROAD,WOODBRIDGE,22192,,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,1,,,,2,26,122,50,164,0,20,384,76,0,107,2,17,122,50,101,2,29,323,40,0,92,44,35,0,1,,707,54.31,45.69,4,43,244,100,265,2,49,0,199,0.57,6.08,34.51,14.14,37.48,0.28,6.93,0,28.15,0,2.27,0,24.4,37,2260895,61105,2957199,2351612,325423,55.45,470,494,481,,,,,468,,,431,443,433,,,,,,,477.4691,435.0836,36.35,14.29,6.08,37.77,54.46,45.54,8.07,86363,84571,7721,7784,8.940171,0.092041,97.73,2.448276,79.54546,6.561031,3.78419,16.06818,15.90492,-6.964747,90.38022,7.349785,1.486381,0.9618946,97.32459,-17.77914,-6.964747,6.72269,-3.53022,5.499779,-0.6634321,0.3621037,0.1176758,2.675407,-51.1894,-6.699353,123.8272,_12,1428
NEABSCO ELEM,PRINCE WILLIAM CO PBLC SCHS,_12,"3800 Cordell Ave, Woodbridge, VA 22193",https://maps.googleapis.com/maps/api/geocode/json?key=AIzaSyBmqvR_Y10Ppg2aT44rbSMVZqoqIg_u9WA&address=3800+Cordell+Ave%2C+Woodbridge%2C+VA+22193,Principal: Laura Pumphrey,(703) 670-2147,Fully Accredited,0,2,1,4,1,5,1,42,56,0,34,65,1,41,56,1,2,2,839,3800 Cordell Ave,WOODBRIDGE,VA,USA,0,0,5.103E11,5.103E11,5103130,1309,3800 CORDELL AVE,WOODBRIDGE,22193,,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,1,,,,2,26,140,47,38,0,17,270,70,0,131,0,11,143,56,32,0,14,256,22,0,113,39.57,29.57,6,3,,526,51.33,48.67,2,37,283,103,70,0,31,0,244,0.38,7.03,53.8,19.58,13.31,0,5.89,0,46.39,15.16,7.58,1,23,33,1657523,50228,2205495,1705435,248378,58.12,459,454,434,,,,,429,,,421,397,391,,,,,,,444.0505,403.5523,63.69,19.77,7.22,12.93,51.71,48.29,9.5,86363,84571,7721,7784,8.940171,0.092041,77.26,1.333333,74.72833,6.265301,3.678071,13.2929,15.90492,-6.964747,90.38022,-13.12022,1.486381,-0.1530478,97.32459,-22.59626,-6.964747,6.72269,-3.53022,5.499779,-0.6634321,0.3621037,0.1176758,2.675407,91.37899,1.065939,157.3772,_12,1451
SPRINGWOODS ELEM,PRINCE WILLIAM CO PBLC SCHS,_12,"3815 Marquis Place, Woodbridge, VA 22192",https://maps.googleapis.com/maps/api/geocode/json?key=AIzaSyBmqvR_Y10Ppg2aT44rbSMVZqoqIg_u9WA&address=3815+Marquis+Place%2C+Woodbridge%2C+VA+22192,Principal: Ms. Lyn Marsilio,(703) 590-9874,Fully Accredited,0,2,1,4,1,5,1,30,67,0,34,65,1,41,56,1,2,0,857,3815 Marquis Place,WOODBRIDGE,VA,USA,0,0,5.103E11,5.103E11,5103130,2038,3815 MARQUIS PLACE,WOODBRIDGE,22192,,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,1,,,,2,32,50,77,155,0,26,342,43,0,50,0,29,59,68,167,2,35,360,37,0,44,37.5,31,1,2,,702,48.72,51.28,2,61,109,145,322,2,61,0,94,0.28,8.69,15.53,20.66,45.87,0.28,8.69,0,13.39,2.67,5.33,0,21,36.5,2211529,60590,2952115,2338065,252910,56,498,495,502,,,,,494,,,431,434,457,,,,,,,497.255,439.1761,16.12,20.83,8.84,45.79,48.79,51.21,0,86363,84571,7721,7784,8.940171,0.092041,92,2.233333,82.66666,6.553934,3.624341,18.72,15.90492,-6.964747,90.38022,1.619781,1.486381,0.7469522,97.32459,-14.65793,-6.964747,6.72269,-3.53022,5.499779,-0.6634321,0.3621037,0.1176758,2.675407,-11.28137,-5.202333,102.0888,_12,1478
STUART M BEVILLE MIDDLE,PRINCE WILLIAM CO PBLC SCHS,_12,"4901 Dale Blvd, Woodbridge, VA 22193",https://maps.googleapis.com/maps/api/geocode/json?key=AIzaSyBmqvR_Y10Ppg2aT44rbSMVZqoqIg_u9WA&address=4901+Dale+Blvd%2C+Woodbridge%2C+VA+22193,Principal: Timothy Keenan,(703) 878-2593,Fully Accredited,0,2,1,4,1,5,1,38,59,1,34,65,1,41,56,1,9,0,797,4901 Dale Blvd,WOODBRIDGE,VA,USA,0,0,5.103E11,5.103E11,5103130,190,4901 DALE BLVD,WOODBRIDGE,22193,,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,1,,,,1,,,,5,47,209,176,110,8,35,590,118,2,164,2,47,212,173,89,0,41,564,37,0,146,74.17,72.17,6,7,,1154,51.13,48.87,7,94,421,349,199,8,76,2,310,0.61,8.15,36.48,30.24,17.24,0.69,6.59,0.17,26.86,8.09,9.44,0,45.67,62.4,3589070,57517,4711182,3621793,367192,61.57,,,,463,465,472,,,431,,,,,426,386,421,477,,,456.5428,406.4348,48.29,30.14,7.96,17.12,51.46,48.54,8.47,86363,84571,7721,7784,8.940171,0.092041,82.47,1.552632,97.30349,7.05099,4.30636,15.55885,15.90492,-6.964747,90.38022,-7.910217,1.486381,0.0662504,97.32459,-0.0211029,-6.964747,6.72269,-3.53022,5.499779,-0.6634321,0.3621037,0.1176758,2.675407,55.09267,-0.4614176,0.1469764,_12,1424
BELMONT ELEM,PRINCE WILLIAM CO PBLC SCHS,_12,"751 Norwood Ln, Woodbridge, VA 22191",https://maps.googleapis.com/maps/api/geocode/json?key=AIzaSyBmqvR_Y10Ppg2aT44rbSMVZqoqIg_u9WA&address=751+Norwood+Ln%2C+Woodbridge%2C+VA+22191,Principal: Ms. Roxana Hudson,(703) 494-4945,Fully Accredited,0,2,1,4,1,5,1,50,50,0,34,65,1,41,56,1,2,0,829,751 Norwood Ln,WOODBRIDGE,VA,USA,0,0,5.103E11,5.103E11,5103130,1286,751 NORWOOD LN,WOODBRIDGE,22191,,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,,,,1,,,,2,14,125,35,41,0,11,228,19,0,113,2,17,137,41,44,0,8,249,13,0,119,34.5,22.5,1,3,,477,47.8,52.2,4,31,262,76,85,0,19,0,232,0.84,6.5,54.93,15.93,17.82,0,3.98,0,48.64,2.9,8.7,1,22,32,1671499,52234,2202540,1757008,129146,63.77,474,459,469,,,,,456,,,421,441,429,,,,,,,464.3908,430.534,59.79,15.79,6.53,18.32,47.79,52.21,0,86363,84571,7721,7784,8.940171,0.092041,88.4,1,65.21739,6.167517,3.540959,13.82609,15.90492,-6.964747,90.38022,-1.980217,1.486381,-0.4863812,97.32459,-32.1072,-6.964747,6.72269,-3.53022,5.499779,-0.6634321,0.3621037,0.1176758,2.675407,13.79171,3.387522,223.6185,_12,1430
CENTRAL HIGH,SHENANDOAH CO PBLC SCHS,_12,"1147 Susan Avenue, Woodstock, VA 22664",https://maps.googleapis.com/maps/api/geocode/json?key=AIzaSyBmqvR_Y10Ppg2aT44rbSMVZqoqIg_u9WA&address=1147+Susan+Avenue%2C+Woodstock%2C+VA+22664,Principal: Ms. Melissa D Hensley,(540) 459-2161,Fully Accredited,0,1,1,3,1,5,1,53,39,0,47,51,1,41,56,1,4,1,666,1147 Susan Avenue,WOODSTOCK,VA,USA,0,0,5.104E11,5.104E11,5103510,1543,1147 SUSAN AVENUE,WOODSTOCK,22664,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,,,,,1,1,8,1,2,2,44,8,335,0,5,396,58,5,17,0,2,65,8,302,0,14,391,25,5,20,52.5,52.5,3,4,2.5,787,50.32,49.68,2,4,109,16,637,0,19,10,37,0.25,0.51,13.85,2.03,80.94,0,2.41,1.27,4.7,5.71,7.62,0,17,52.5,2468983,47028,3072124,2793820,56185,32.38,,,,,,,490,,,481,,,,,,,415,440,426,485.4764,425.182,39.31,1.78,0,81.04,50.64,49.36,7.89,6786,6808,1057,1278,15.57619,0.1877203,86.67,0.7358491,100,6.668228,3.960813,14.99048,15.90492,-0.3287315,90.38022,-3.71022,1.486381,-0.7505321,97.32459,2.675407,-6.964747,6.72269,-3.53022,5.499779,-0.6634321,0.3621037,0.1176758,2.675407,1.219666,0.2467236,-0.8794908,_12,1695
