NAME,ADDRESS,CONTACT,NUMBER,LEA,ACCREDIT,TITLE1_P,TITLE1_F,SCH_PERC_COREUQ_13,LEA_PERC_COREUQ_13,ST_PERC_COREUQ_13,SCH_PERC_PROV_13,SCH_PERC_PROVSPED_13,LEA_PERC_PROV_13,LEA_PERC_PROVSPED_13,ST_PERC_PROV_13,ST_PERC_PROVSPED_13,SCH_PERC_BACH_13,SCH_PERC_MAST_13,SCH_PERC_PHD_13,LEA_PERC_BACH_13,LEA_PERC_MAST_13,LEA_PERC_PHD_13,ST_PERC_BACH_13,ST_PERC_MAST_13,ST_PERC_PHD_13,SCH_3_READ_ADV_13,LEA_3_READ_ADV_13,ST_3_READ_ADV_13,SCH_3_READ_PROF_13,LEA_3_READ_PROF_13,ST_3_READ_PROF_13,SCH_3_READ_PASS_13,LEA_3_READ_PASS_13,ST_3_READ_PASS_13,SCH_3_READ_FAIL_13,LEA_3_READ_FAIL_13,ST_3_READ_FAIL_13,SCH_3_MATH_ADV_13,LEA_3_MATH_ADV_13,ST_3_MATH_ADV_13,SCH_3_MATH_PROF_13,LEA_3_MATH_PROF_13,ST_3_MATH_PROF_13,SCH_3_MATH_PASS_13,LEA_3_MATH_PASS_13,ST_3_MATH_PASS_13,SCH_3_MATH_FAIL_13,LEA_3_MATH_FAIL_13,ST_3_MATH_FAIL_13,SCH_4_READ_ADV_13,LEA_4_READ_ADV_13,ST_4_READ_ADV_13,SCH_4_READ_PROF_13,LEA_4_READ_PROF_13,ST_4_READ_PROF_13,SCH_4_READ_PASS_13,LEA_4_READ_PASS_13,ST_4_READ_PASS_13,SCH_4_READ_FAIL_13,LEA_4_READ_FAIL_13,ST_4_READ_FAIL_13,SCH_4_MATH_ADV_13,LEA_4_MATH_ADV_13,ST_4_MATH_ADV_13,SCH_4_MATH_PROF_13,LEA_4_MATH_PROF_13,ST_4_MATH_PROF_13,SCH_4_MATH_PASS_13,LEA_4_MATH_PASS_13,ST_4_MATH_PASS_13,SCH_4_MATH_FAIL_13,LEA_4_MATH_FAIL_13,ST_4_MATH_FAIL_13,SCH_5_READ_ADV_13,LEA_5_READ_ADV_13,ST_5_READ_ADV_13,SCH_5_READ_PROF_13,LEA_5_READ_PROF_13,ST_5_READ_PROF_13,SCH_5_READ_PASS_13,LEA_5_READ_PASS_13,ST_5_READ_PASS_13,SCH_5_READ_FAIL_13,LEA_5_READ_FAIL_13,ST_5_READ_FAIL_13,SCH_5_READ_ADV_13,LEA_5_READ_ADV_13,ST_5_READ_ADV_13,SCH_5_READ_PROF_13,LEA_5_READ_PROF_13,ST_5_READ_PROF_13,SCH_5_READ_PASS_13,LEA_5_READ_PASS_13,ST_5_READ_PASS_13,SCH_5_READ_FAIL_13,LEA_5_READ_FAIL_13,ST_5_READ_FAIL_13,SCH_5_MATH_ADV_13,LEA_5_MATH_ADV_13,ST_5_MATH_ADV_13,SCH_5_MATH_PROF_13,LEA_5_MATH_PROF_13,ST_5_MATH_PROF_13,SCH_5_MATH_PASS_13,LEA_5_MATH_PASS_13,ST_5_MATH_PASS_13,SCH_5_MATH_FAIL_13,LEA_5_MATH_FAIL_13,ST_5_MATH_FAIL_13,SCH_8_READ_ADV_13,LEA_8_READ_ADV_13,ST_8_READ_ADV_13,SCH_8_READ_PROF_13,LEA_8_READ_PROF_13,ST_8_READ_PROF_13,SCH_8_READ_PASS_13,LEA_8_READ_PASS_13,ST_8_READ_PASS_13,SCH_8_READ_FAIL_13,LEA_8_READ_FAIL_13,ST_8_READ_FAIL_13,SCH_8_MATH_ADV_13,LEA_8_MATH_ADV_13,ST_8_MATH_ADV_13,SCH_8_MATH_PROF_13,LEA_8_MATH_PROF_13,ST_8_MATH_PROF_13,SCH_8_MATH_PASS_13,LEA_8_MATH_PASS_13,ST_8_MATH_PASS_13,SCH_8_MATH_FAIL_13,LEA_8_MATH_FAIL_13,ST_8_MATH_FAIL_13,SCH_HS_READ_ADV_13,LEA_HS_READ_ADV_13,ST_HS_READ_ADV_13,SCH_HS_READ_PROF_13,LEA_HS_READ_PROF_13,ST_HS_READ_PROF_13,SCH_HS_READ_PASS_13,LEA_HS_READ_PASS_13,ST_HS_READ_PASS_13,SCH_HS_READ_FAIL_13,LEA_HS_READ_FAIL_13,ST_HS_READ_FAIL_13,SCH_HS_MATH_ADV_13,LEA_HS_MATH_ADV_13,ST_HS_MATH_ADV_13,SCH_HS_MATH_PROF_13,LEA_HS_MATH_PROF_13,ST_HS_MATH_PROF_13,SCH_HS_MATH_PASS_13,LEA_HS_MATH_PASS_13,ST_HS_MATH_PASS_13,SCH_HS_MATH_FAIL_13,LEA_HS_MATH_FAIL_13,ST_HS_MATH_FAIL_13,SCH_HS_ALG1_ADV_13,LEA_HS_ALG1_ADV_13,ST_HS_ALG1_ADV_13,SCH_HS_ALG1_PROF_13,LEA_HS_ALG1_PROF_13,ST_HS_ALG1_PROF_13,SCH_HS_ALG1_PASS_13,LEA_HS_ALG1_PASS_13,ST_HS_ALG1_PASS_13,SCH_HS_ALG1_FAIL_13,LEA_HS_ALG1_FAIL_13,ST_HS_ALG1_FAIL_13,SCH_HS_GEOM_ADV_13,LEA_HS_GEOM_ADV_13,ST_HS_GEOM_ADV_13,SCH_HS_GEOM_PROF_13,LEA_HS_GEOM_PROF_13,ST_HS_GEOM_PROF_13,SCH_HS_GEOM_PASS_13,LEA_HS_GEOM_PASS_13,ST_HS_GEOM_PASS_13,SCH_HS_GEOM_FAIL_13,LEA_HS_GEOM_FAIL_13,ST_HS_GEOM_FAIL_13,SCH_HS_ALG2_ADV_13,LEA_HS_ALG2_ADV_13,ST_HS_ALG2_ADV_13,SCH_HS_ALG2_PROF_13,LEA_HS_ALG2_PROF_13,ST_HS_ALG2_PROF_13,SCH_HS_ALG2_PASS_13,LEA_HS_ALG2_PASS_13,ST_HS_ALG2_PASS_13,SCH_HS_ALG2_FAIL_13,LEA_HS_ALG2_FAIL_13,ST_HS_ALG2_FAIL_13,SCH_6_READ_ADV_13,LEA_6_READ_ADV_13,ST_6_READ_ADV_13,SCH_6_READ_PROF_13,LEA_6_READ_PROF_13,ST_6_READ_PROF_13,SCH_6_READ_PASS_13,LEA_6_READ_PASS_13,ST_6_READ_PASS_13,SCH_6_READ_FAIL_13,LEA_6_READ_FAIL_13,ST_6_READ_FAIL_13,SCH_6_MATH_ADV_13,LEA_6_MATH_ADV_13,ST_6_MATH_ADV_13,SCH_6_MATH_PROF_13,LEA_6_MATH_PROF_13,ST_6_MATH_PROF_13,SCH_6_MATH_PASS_13,LEA_6_MATH_PASS_13,ST_6_MATH_PASS_13,SCH_6_MATH_FAIL_13,LEA_6_MATH_FAIL_13,ST_6_MATH_FAIL_13,SCH_7_READ_ADV_13,LEA_7_READ_ADV_13,ST_7_READ_ADV_13,SCH_7_READ_PROF_13,LEA_7_READ_PROF_13,ST_7_READ_PROF_13,SCH_7_READ_PASS_13,LEA_7_READ_PASS_13,ST_7_READ_PASS_13,SCH_7_READ_FAIL_13,LEA_7_READ_FAIL_13,ST_7_READ_FAIL_13,SCH_7_MATH_ADV_13,LEA_7_MATH_ADV_13,ST_7_MATH_ADV_13,SCH_7_MATH_PROF_13,LEA_7_MATH_PROF_13,ST_7_MATH_PROF_13,SCH_7_MATH_PASS_13,LEA_7_MATH_PASS_13,ST_7_MATH_PASS_13,SCH_7_MATH_FAIL_13,LEA_7_MATH_FAIL_13,ST_7_MATH_FAIL_13,
Midlothian Middle,"13501 Midlothian Turnpike, Midlothian, VA 23113-4215",Principal: Dr. Patrick Stanfield,(804) 378-2460,Chesterfield County Public Schools,Fully Accredited ,Title I Priority: No,Title I Focus: No,0,0,1,1,0,2,1,5,1,60,39,1,49,49,1,42,56,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,12,11,69,61,59,89,74,70,11,26,30,35,22,9,57,61,58,93,83,67,7,17,33,,,,,,,,,,,,,,,,,,,,,,,,,29,9,8,67,66,71,97,76,79,3,24,21,88,11,12,12,61,65,100,72,77,0,28,23,,,,,,,,,,,,,23,14,15,67,61,58,90,75,73,10,25,27,8,17,13,82,63,62,90,80,76,11,20,24,31,17,17,62,61,58,92,78,76,8,22,24,20,14,14,69,58,51,89,72,65,11,28,35,1595
Altavista High,"904 Bedford Avenue, Altavista, VA 24517",Principal: Mr. Ty Gafford,(434) 369-4768,Campbell County Public Schools,Fully Accredited ,Title I Priority: No,Title I Focus: No,0,0,1,5,3,4,1,5,1,64,36,0,55,44,0,42,56,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,8,11,61,57,59,66,65,70,34,35,30,0,4,9,62,69,58,62,73,67,38,27,33,17,9,10,72,80,80,89,89,90,11,11,10,<,21,54,<,0,15,<,21,69,<,79,31,0,1,8,63,69,71,63,70,79,37,30,21,18,8,12,72,75,65,90,83,77,10,17,23,15,18,20,82,73,62,97,91,82,3,9,18,12,12,15,54,61,58,65,74,73,35,26,27,0,0,13,60,60,62,60,60,76,40,40,24,13,10,17,65,65,58,78,76,76,22,24,24,3,4,14,43,55,51,45,59,65,55,41,35,1596
Rustburg High,"PO Box 830, Rustburg, VA 24588",Principal: Mr. Clay Stanley,(434) 332-5171,Campbell County Public Schools,Fully Accredited ,Title I Priority: No,Title I Focus: No,0,0,1,2,2,4,1,5,1,57,43,0,55,44,0,42,56,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<,8,11,<,57,59,<,65,70,<,35,30,<,4,9,<,69,58,<,73,67,<,27,33,8,9,10,79,80,80,87,89,90,13,11,10,<,21,54,<,0,15,<,21,69,<,79,31,1,1,8,62,69,71,63,70,79,37,30,21,3,8,12,79,75,65,82,83,77,18,17,23,17,18,20,67,73,62,84,91,82,16,9,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1598
William Campbell High,"PO Box 7, Naruna, VA 24576",Principal: Dabney Hanson,(434) 376-2015,Campbell County Public Schools,Fully Accredited ,Title I Priority: No,Title I Focus: No,0,0,1,6,2,4,1,5,1,53,47,0,55,44,0,42,56,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,8,11,37,57,59,43,65,70,57,35,30,2,4,9,85,69,58,87,73,67,13,27,33,10,9,10,85,80,80,95,89,90,5,11,10,<,21,54,<,0,15,<,21,69,<,79,31,1,1,8,80,69,71,82,70,79,18,30,21,0,8,12,64,75,65,64,83,77,36,17,23,8,18,20,88,73,62,97,91,82,3,9,18,10,12,15,62,61,58,72,74,73,28,26,27,0,0,13,52,60,62,52,60,76,48,40,24,7,10,17,65,65,58,72,76,76,28,24,24,2,4,14,65,55,51,66,59,65,34,41,35,1599
Altavista Elementary,"1003 Lynch Mill Rd, Altavista, VA 24517-1028",Principal: Mrs. Amy Abell,(434) 369-5665,Campbell County Public Schools,Accredited with Warning ,Title I Priority: No,Title I Focus: No,0,0,1,,,4,1,5,1,57,43,0,55,44,0,42,56,1,8,11,16,48,54,53,56,66,69,44,34,31,10,15,16,55,58,51,65,73,67,35,27,33,10,16,18,53,49,52,64,65,70,36,35,30,20,21,26,62,60,54,82,81,80,18,19,20,8,13,21,56,53,53,63,66,73,37,34,27,16,15,23,45,49,48,61,64,71,39,36,29,27,28,24,51,51,49,78,79,73,22,21,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1601
Leesville Road Elementary,"19965 Leesville Road, Lynchburg, VA 24502",Principal: Mrs. Amy  Hundley,(434) 239-0303,Campbell County Public Schools,Fully Accredited ,Title I Priority: No,Title I Focus: No,0,0,1,3,0,4,1,5,1,61,39,0,55,44,0,42,56,1,12,11,16,60,54,53,73,66,69,27,34,31,9,15,16,64,58,51,73,73,67,28,27,33,16,16,18,58,49,52,74,65,70,26,35,30,33,21,26,56,60,54,88,81,80,12,19,20,19,13,21,61,53,53,80,66,73,20,34,27,21,15,23,62,49,48,83,64,71,17,36,29,43,28,24,48,51,49,91,79,73,9,21,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1605
Yellow Branch Elementary,"377 Dennis Riddle Dr, Rustburg, VA 24588",Principal: Mrs. Mary  Lynne Arnold,(434) 821-1021,Campbell County Public Schools,Fully Accredited ,Title I Priority: No,Title I Focus: No,0,0,1,,,4,1,5,1,34,66,0,55,44,0,42,56,1,19,11,16,52,54,53,71,66,69,29,34,31,19,15,16,56,58,51,75,73,67,25,27,33,26,16,18,41,49,52,67,65,70,33,35,30,21,21,26,59,60,54,80,81,80,20,19,20,17,13,21,52,53,53,70,66,73,30,34,27,15,15,23,51,49,48,66,64,71,34,36,29,33,28,24,47,51,49,79,79,73,21,21,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1607
Brookville High,"100 Laxton Rd, Lynchburg, VA 24502",Principal: Mr. Tom Cole,(434) 239-2636,Campbell County Public Schools,Fully Accredited ,Title I Priority: No,Title I Focus: No,0,0,1,3,0,4,1,5,1,47,51,0,55,44,0,42,56,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<,8,11,<,57,59,<,65,70,<,35,30,<,4,9,<,69,58,<,73,67,<,27,33,7,9,10,83,80,80,90,89,90,10,11,10,<,21,54,<,0,15,<,21,69,<,79,31,0,1,8,66,69,71,66,70,79,34,30,21,3,8,12,76,75,65,79,83,77,21,17,23,23,18,20,68,73,62,91,91,82,9,9,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1608
Caroline Middle,"13325 Devils Three Jump Road, Milford, VA 22514",Principal: Angela  Wright,(804) 633-6561,Caroline County Public Schools,Accredited with Warning ,Title I Priority: No,Title I Focus: No,2,4,1,0,2,3,2,5,1,60,40,0,50,47,1,42,56,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,11,58,56,59,62,60,70,38,40,30,3,3,9,49,48,58,51,51,67,49,49,33,,,,,,,,,,,,,,,,,,,,,,,,,8,3,8,90,73,71,98,75,79,2,25,21,7,3,12,93,78,65,100,81,77,0,19,23,,,,,,,,,,,,,5,5,15,61,60,58,66,65,73,34,35,27,7,7,13,59,58,62,66,65,76,34,35,24,8,8,17,60,60,58,69,69,76,31,31,24,4,4,14,40,40,51,44,44,65,56,56,35,1611
Caroline High,"19155 Rodgers Clark Blvd, Milford, VA 22514",Principal: Mr. Jeff Wick,(804) 633-9886,Caroline County Public Schools,Fully Accredited ,Title I Priority: No,Title I Focus: No,15,4,1,5,4,3,2,5,1,39,53,2,50,47,1,42,56,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<,4,11,<,56,59,<,60,70,<,40,30,<,3,9,<,48,58,<,51,67,<,49,33,3,3,10,76,75,80,79,78,90,21,22,10,<,<,54,<,<,15,<,<,69,<,<,31,1,3,8,70,73,71,71,75,79,29,25,21,3,3,12,77,78,65,80,81,77,20,19,23,13,13,20,72,72,62,85,85,82,15,15,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1612
Bowling Green Elementary," 17502 New Baltimore Road, Milford, VA 22514",Principal: Lucy Michelle Jones,(804) 596-2391,Caroline County Public Schools,Accredited with Warning ,Title I Priority: No,Title I Focus: No,0,4,1,,,3,2,5,1,52,48,0,50,47,1,42,56,1,13,18,16,43,51,53,55,69,69,45,31,31,5,8,16,46,55,51,51,63,67,49,37,33,12,15,18,49,52,52,60,66,70,40,34,30,13,17,26,54,56,54,66,73,80,34,27,20,20,25,21,48,47,53,67,71,73,33,29,27,12,13,23,41,52,48,52,65,71,48,35,29,19,31,24,40,46,49,58,76,73,42,24,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1614
Madison Elementary,"9075 Chance Place, Ruther Glen, VA 22546",Principal: Scott Belako,(804) 448-2171,Caroline County Public Schools,Accredited with Warning ,Title I Priority: No,Title I Focus: No,0,4,1,,,3,2,5,1,56,44,0,50,47,1,42,56,1,18,18,16,54,51,53,72,69,69,28,31,31,11,8,16,53,55,51,64,63,67,36,37,33,14,15,18,47,52,52,60,66,70,40,34,30,11,17,26,58,56,54,69,73,80,31,27,20,19,25,21,59,47,53,78,71,73,22,29,27,4,13,23,58,52,48,62,65,71,38,35,29,36,31,24,51,46,49,87,76,73,13,24,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1615
Carroll County Middle,"1036 N. Main Street, Hillsville, VA 24343",Principal: Mr. Marc G. Quesenberry,(276) 728-4211,Carroll County Public Schools,Fully Accredited ,Title I Priority: No,Title I Focus: No,3,1,1,3,0,4,0,5,1,50,45,4,48,49,1,42,56,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,11,64,63,59,71,71,70,29,29,30,6,6,9,63,60,58,69,67,67,31,33,33,,,,,,,,,,,,,,,,,,,,,,,,,0,0,8,85,62,71,85,62,79,15,38,21,1,2,12,96,78,65,97,80,77,3,20,23,,,,,,,,,,,,,22,21,15,57,57,58,78,78,73,22,22,27,23,22,13,62,62,62,85,84,76,15,16,24,12,12,17,63,63,58,75,75,76,25,25,24,3,4,14,44,44,51,47,48,65,53,52,35,1618
St. Paul,"231 Flower Gap Road, Cana, VA 24317",Principal: Mrs. Nancy F. Wilmoth,(276) 755-3512,Carroll County Public Schools,Fully Accredited ,Title I Priority: No,Title I Focus: No,0,1,1,6,0,4,0,5,1,53,47,0,48,49,1,42,56,1,15,12,16,60,53,53,75,65,69,25,35,31,27,14,16,54,47,51,81,62,67,19,38,33,22,12,18,54,56,52,76,68,70,24,32,30,39,25,26,50,58,54,89,83,80,11,17,20,23,19,21,52,56,53,75,75,73,25,25,27,19,24,23,51,47,48,70,71,71,30,29,29,40,22,24,49,49,49,88,72,73,12,28,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,21,15,60,57,58,75,78,73,25,22,27,0,22,13,75,62,62,75,84,76,25,16,24,6,12,17,63,63,58,69,75,76,31,25,24,13,4,14,47,44,51,60,48,65,40,52,35,1620
Concord Elementary,"PO Box 95, Concord, VA 24538",Principal: Mrs. Whitney Rinella,(434) 993-2257,Campbell County Public Schools,Accredited with Warning ,Title I Priority: No,Title I Focus: No,0,0,1,,,4,1,5,1,56,44,0,55,44,0,42,56,1,5,11,16,56,54,53,62,66,69,38,34,31,12,15,16,60,58,51,73,73,67,27,27,33,25,16,18,42,49,52,66,65,70,34,35,30,25,21,26,55,60,54,79,81,80,21,19,20,6,13,21,52,53,53,59,66,73,41,34,27,3,15,23,44,49,48,48,64,71,52,36,29,20,28,24,53,51,49,73,79,73,27,21,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1621
Council Elementary/Middle,"7608 Helen Henderson Hwy, Honaker, VA 24260",Principal: Mrs. Maretta Lester,(276) 859-9329,Buchanan County Public Schools,Accredited with Warning ,Title I Priority: No,Title I Focus: No,0,6,1,,,5,1,5,1,70,30,0,60,35,0,42,56,1,15,9,16,62,56,53,77,65,69,23,35,31,4,7,16,62,45,51,65,52,67,35,49,33,0,12,18,35,43,52,35,55,70,65,45,30,15,15,26,40,58,54,55,73,80,45,27,20,4,7,21,60,46,53,64,54,73,36,46,27,8,10,23,52,43,48,60,52,71,40,48,29,8,11,24,44,37,49,52,48,73,48,52,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,12,15,58,54,58,74,66,73,26,34,27,22,7,13,56,55,62,78,63,76,22,37,24,8,10,17,56,50,58,64,60,76,36,40,24,6,5,14,67,46,51,72,52,65,28,48,35,1624
Hurley Elementary/Middle,"6911 Hurley Road, Hurley, VA 24620",Principal: Ms. Ruth Tester,(276) 566-8523,Buchanan County Public Schools,Accredited with Warning ,Title I Priority: No,Title I Focus: No,2,6,1,3,0,5,1,5,1,64,36,0,60,35,0,42,56,1,5,9,16,65,56,53,70,65,69,30,35,31,8,7,16,33,45,51,40,52,67,60,49,33,17,12,18,40,43,52,58,55,70,42,45,30,30,15,26,43,58,54,74,73,80,26,27,20,8,7,21,51,46,53,59,54,73,41,46,27,11,10,23,22,43,48,32,52,71,68,48,29,14,11,24,41,37,49,54,48,73,46,52,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,12,15,57,54,58,68,66,73,32,34,27,11,7,13,56,55,62,67,63,76,33,37,24,8,10,17,58,50,58,66,60,76,34,40,24,3,5,14,46,46,51,49,52,65,51,48,35,1625
Grundy High,"1300 Golden Wave Drive, Grundy, VA 24614",Principal: Mrs. Leslie Horne,(276) 935-2106,Buchanan County Public Schools,Fully Accredited ,Title I Priority: No,Title I Focus: No,1,6,1,5,0,5,1,5,1,62,33,0,60,35,0,42,56,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<,5,11,<,59,59,<,64,70,<,36,30,<,1,9,<,44,58,<,45,67,<,55,33,6,6,10,83,83,80,89,89,90,11,11,10,<,<,54,<,<,15,<,<,69,<,<,31,1,1,8,67,56,71,67,58,79,33,42,21,2,2,12,72,67,65,74,68,77,26,32,23,4,5,20,84,75,62,88,81,82,12,19,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1634
Council High,"7802 Helen Henderson Hwy, Honaker, VA 24260",Principal: Mr. Chris Hagerman,(276) 859-2627,Buchanan County Public Schools,Accredited with Warning ,Title I Priority: No,Title I Focus: No,1,6,1,5,0,5,1,5,1,48,52,0,60,35,0,42,56,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,11,60,59,59,65,64,70,35,36,30,6,1,9,71,44,58,76,45,67,24,55,33,9,6,10,78,83,80,88,89,90,13,11,10,,,,,,,,,,,,,2,1,8,32,56,71,34,58,79,66,42,21,6,2,12,56,67,65,61,68,77,39,32,23,27,5,20,55,75,62,82,81,82,18,19,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1635
Hurley High,"6339 Hurley Road, Hurley, VA 24620",Principal: Pam Dotson,(276) 566-7642,Buchanan County Public Schools,Accredited with Warning ,Title I Priority: No,Title I Focus: No,15,6,1,18,0,5,1,5,1,57,39,0,60,35,0,42,56,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,11,51,59,59,53,64,70,47,36,30,0,1,9,43,44,58,43,45,67,57,55,33,9,6,10,85,83,80,94,89,90,6,11,10,<,<,54,<,<,15,<,<,69,<,<,31,2,1,8,56,56,71,57,58,79,43,42,21,0,2,12,66,67,65,66,68,77,34,32,23,6,5,20,83,75,62,89,81,82,11,19,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1636
Buckingham County High,"78 Knights Rd., Buckingham, VA 23921",Principal: Mr. Rudy Roethel,(434) 969-6160,Buckingham County Public Schools,Fully Accredited ,Title I Priority: No,Title I Focus: No,0,0,1,6,0,9,0,5,1,47,45,0,61,37,0,42,56,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<,6,11,<,58,59,<,64,70,<,36,30,,,,,,,,,,,,,5,5,10,81,80,80,86,85,90,14,15,10,<,<,54,<,<,15,<,<,69,<,<,31,0,3,8,68,73,71,68,77,79,32,23,21,3,2,12,74,72,65,76,74,77,24,26,23,9,9,20,76,76,62,85,85,82,15,15,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1640
Buckingham County Middle,"1184 High School Rd., Buckingham, VA 23921",Principal: Mr. J.B.  Heslip,(434) 969-1044,Buckingham County Public Schools,Accredited with Warning ,Title I Priority: No,Title I Focus: No,0,0,1,,,9,0,5,1,68,32,0,61,37,0,42,56,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,6,11,59,58,59,65,64,70,35,36,30,12,12,9,71,69,58,83,80,67,17,20,33,,,,,,,,,,,,,,,,,,,,,,,,,11,3,8,89,73,71,100,77,79,0,23,21,,,,,,,,,,,,,,,,,,,,,,,,,8,8,15,49,48,58,57,56,73,43,44,27,15,15,13,65,64,62,81,79,76,19,21,24,12,11,17,60,61,58,72,72,76,28,28,24,2,2,14,59,56,51,62,59,65,38,41,35,1641
