standardId,surveyYear,surveyCountry,surveyTitle,respondentGender,respondentBirthYear,qg_40,qg_41,qg_42,qg_43_ag_310,qg_43_ag_311,qg_43_ag_312,qg_43_ag_313,qg_43_ag_314,qg_43_ag_315,qg_43_ag_316,qg_45,qg_46,qg_47,qg_48,qg_49,qg_69,qg_70,qg_71,qg_72,qg_73,qg_74,qg_75,qg_76,qg_77,qg_78,qg_79,qg_80,qg_81,qg_84,qg_85
25525,2014,US,TRIP Snap Poll: 9 Questions on Current Global Issues,m,,"Syria will not comply by June 30, 2014, but it ultimately will comply with the agreement","Yes, with UN authorization",Don't know,,,,,Intervention with ground forces,,,No,No,About the right amount,Decrease the national security of the United States,Violent conflict and/or protests short of civil war,,,,,,,,,,,,,,,
11362,2014,US,TRIP Snap Poll: 9 Questions on Current Global Issues,f,20-34,"Syria will comply by June 30, 2014","Yes, with UN authorization and congressional approval",Yes,Further economic sanctions against the Syrian government,,Establishment of no-fly zones,,,,,Yes,Yes,Too much,Have no impact on the national security of the United States,Stable government representing pro-Russian groups (unified Ukraine),,,,,,,,,,,,,,,
20971,2014,US,TRIP Snap Poll: 9 Questions on Current Global Issues,m,,Syria will not comply with the agreement,No,No,,,,,,,No further action is needed,Don't know,Don't know,Too much,Enhance the national security of the United States,Don't know,,,,,,,,,,,,,,,
25509,2014,US,TRIP Snap Poll: 9 Questions on Current Global Issues,m,55-64,"Syria will not comply by June 30, 2014, but it ultimately will comply with the agreement",No,Don't know,Further economic sanctions against the Syrian government,,,,,,,Don't know,Don't know,Too much,Enhance the national security of the United States,Don't know,,,,,,,,,,,,,,,
24694,2014,US,TRIP Snap Poll: 9 Questions on Current Global Issues,m,65 and up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23522,2014,US,TRIP Snap Poll: 9 Questions on Current Global Issues,m,45-54,"Syria will not comply by June 30, 2014, but it ultimately will comply with the agreement","Yes, with UN authorization and congressional approval",No,Further economic sanctions against the Syrian government,,Establishment of no-fly zones,Air strikes against Syrian government forces,,,,Yes,Yes,Too much,Have no impact on the national security of the United States,Other: (specify),,,,,,,,,,,,,,,
22999,2014,US,TRIP Snap Poll: 9 Questions on Current Global Issues,m,35-44,"Syria will not comply by June 30, 2014, but it ultimately will comply with the agreement","Yes, with UN authorization",No,Further economic sanctions against the Syrian government,,,,,,,No,No,Too much,Have no impact on the national security of the United States,Violent conflict and/or protests short of civil war,,,,,,,,,,,,,,,
23697,2014,US,TRIP Snap Poll: 9 Questions on Current Global Issues,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10571,2014,US,TRIP Snap Poll: 9 Questions on Current Global Issues,f,35-44,"Syria will not comply by June 30, 2014, but it ultimately will comply with the agreement","Yes, with UN authorization and congressional approval",No,,,,Air strikes against Syrian government forces,,,,No,No,Too much,Have no impact on the national security of the United States,Violent conflict and/or protests short of civil war,,,,,,,,,,,,,,,
25313,2014,US,TRIP Snap Poll: 9 Questions on Current Global Issues,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10899,2014,US,TRIP Snap Poll: 9 Questions on Current Global Issues,m,65 and up,"Syria will not comply by June 30, 2014, but it ultimately will comply with the agreement","Yes, with UN authorization and congressional approval",No,Further economic sanctions against the Syrian government,Supplying additional arms to opposition forces in Syria,Establishment of no-fly zones,Air strikes against Syrian government forces,,,,Yes,No,Too much,Have no impact on the national security of the United States,Partition into two states,,,,,,,,,,,,,,,
10457,2014,US,TRIP Snap Poll: 9 Questions on Current Global Issues,f,35-44,"Syria will not comply by June 30, 2014, but it ultimately will comply with the agreement",No,No,Further economic sanctions against the Syrian government,,,Air strikes against Syrian government forces,,,,No,Yes,Too much,Don't know,Violent conflict and/or protests short of civil war,,,,,,,,,,,,,,,
21032,2014,US,TRIP Snap Poll: 9 Questions on Current Global Issues,m,,Syria will not comply with the agreement,Don't know,No,Further economic sanctions against the Syrian government,,,Air strikes against Syrian government forces,,Other: (specify)|Greater pressure on Russia and Iran.,,Don't know,Don't know,Too much,Have no impact on the national security of the United States,Don't know,,,,,,,,,,,,,,,
25454,2014,US,TRIP Snap Poll: 9 Questions on Current Global Issues,m,45-54,Syria will not comply with the agreement,"Yes, regardless of UN or congressional approval",No,Further economic sanctions against the Syrian government,Supplying additional arms to opposition forces in Syria,Establishment of no-fly zones,Air strikes against Syrian government forces,,Other: (specify)|CIA and/or special forces covert actions,,Yes,No,About the right amount,Enhance the national security of the United States,Violent conflict and/or protests short of civil war,,,,,,,,,,,,,,,
11272,2014,US,TRIP Snap Poll: 9 Questions on Current Global Issues,f,35-44,"Syria will not comply by June 30, 2014, but it ultimately will comply with the agreement","Yes, regardless of UN or congressional approval",No,,,,Air strikes against Syrian government forces,,,,Yes,No,About the right amount,Have no impact on the national security of the United States,Stable government representing pro-Russian groups (unified Ukraine),,,,,,,,,,,,,,,
12259,2014,US,TRIP Snap Poll: 9 Questions on Current Global Issues,f,,"Syria will not comply by June 30, 2014, but it ultimately will comply with the agreement","Yes, with UN authorization and congressional approval",No,Further economic sanctions against the Syrian government,,Establishment of no-fly zones,Air strikes against Syrian government forces,,,,Yes,Yes,Too much,Decrease the national security of the United States,Violent conflict and/or protests short of civil war,,,,,,,,,,,,,,,
24956,2014,US,TRIP Snap Poll: 9 Questions on Current Global Issues,m,45-54,"Syria will not comply by June 30, 2014, but it ultimately will comply with the agreement",No,No,,,,,,,No further action is needed,Yes,Yes,Too little,Decrease the national security of the United States,Violent conflict and/or protests short of civil war,,,,,,,,,,,,,,,
10467,2014,US,TRIP Snap Poll: 9 Questions on Current Global Issues,m,65 and up,"Syria will not comply by June 30, 2014, but it ultimately will comply with the agreement",No,No,Further economic sanctions against the Syrian government,Supplying additional arms to opposition forces in Syria,Establishment of no-fly zones,,,,,No,No,About the right amount,Decrease the national security of the United States,Other: (specify),,,,,,,,,,,,,,,
22841,2014,US,TRIP Snap Poll: 9 Questions on Current Global Issues,f,45-54,"Syria will comply by June 30, 2014",No,No,Further economic sanctions against the Syrian government,,,,,,,Yes,No,Too much,Have no impact on the national security of the United States,Don't know,,,,,,,,,,,,,,,
10611,2014,US,TRIP Snap Poll: 9 Questions on Current Global Issues,f,35-44,"Syria will not comply by June 30, 2014, but it ultimately will comply with the agreement",No,No,Further economic sanctions against the Syrian government,,,,,,,Yes,No,Too much,Have no impact on the national security of the United States,Violent conflict and/or protests short of civil war,,,,,,,,,,,,,,,
25742,2014,US,TRIP Snap Poll: 9 Questions on Current Global Issues,m,,"Syria will not comply by June 30, 2014, but it ultimately will comply with the agreement",No,No,,,,,,Other: (specify)|Multilaterally enforced economic sanctions and no-fly zones.,,Yes,No,About the right amount,Have no impact on the national security of the United States,Other: (specify),,,,,,,,,,,,,,,
22055,2014,US,TRIP Snap Poll: 9 Questions on Current Global Issues,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22044,2014,US,TRIP Snap Poll: 9 Questions on Current Global Issues,f,,"Syria will not comply by June 30, 2014, but it ultimately will comply with the agreement","Yes, with UN authorization",No,Further economic sanctions against the Syrian government,Supplying additional arms to opposition forces in Syria,Establishment of no-fly zones,,,,,No,No,About the right amount,Have no impact on the national security of the United States,Stable government representing pro-Western groups (unified Ukraine),,,,,,,,,,,,,,,
25510,2014,US,TRIP Snap Poll: 9 Questions on Current Global Issues,m,,"Syria will not comply by June 30, 2014, but it ultimately will comply with the agreement","Yes, regardless of UN or congressional approval",No,,,,Air strikes against Syrian government forces,,,,Don't know,No,Too much,Enhance the national security of the United States,Stable government representing pro-Western groups (unified Ukraine),,,,,,,,,,,,,,,
25724,2014,US,TRIP Snap Poll: 9 Questions on Current Global Issues,m,,"Syria will comply by June 30, 2014","Yes, with UN authorization and congressional approval",No,,,,,,Other: (specify)|Depends on what UN authorizes,,Yes,No,Too much,Enhance the national security of the United States,Violent conflict and/or protests short of civil war,,,,,,,,,,,,,,,
26117,2014,US,TRIP Snap Poll: 9 Questions on Current Global Issues,m,,Don't know,Don't know,No,Further economic sanctions against the Syrian government,Supplying additional arms to opposition forces in Syria,Establishment of no-fly zones,Air strikes against Syrian government forces,,,,Yes,Don't know,Too much,Have no impact on the national security of the United States,Don't know,,,,,,,,,,,,,,,
20215,2014,US,TRIP Snap Poll: 9 Questions on Current Global Issues,m,,"Syria will not comply by June 30, 2014, but it ultimately will comply with the agreement","Yes, with UN authorization",No,Further economic sanctions against the Syrian government,,Establishment of no-fly zones,Air strikes against Syrian government forces,Intervention with ground forces,,,Don't know,Don't know,Too much,Have no impact on the national security of the United States,Other: (specify),,,,,,,,,,,,,,,
26126,2014,US,TRIP Snap Poll: 9 Questions on Current Global Issues,m,55-64,"Syria will comply by June 30, 2014","Yes, with UN authorization",Yes,Further economic sanctions against the Syrian government,Supplying additional arms to opposition forces in Syria,Establishment of no-fly zones,Air strikes against Syrian government forces,,,,Yes,No,Too much,Enhance the national security of the United States,Stable government representing pro-Western groups (unified Ukraine),,,,,,,,,,,,,,,
26114,2014,US,TRIP Snap Poll: 9 Questions on Current Global Issues,m,,"Syria will not comply by June 30, 2014, but it ultimately will comply with the agreement",No,No,Further economic sanctions against the Syrian government,,Establishment of no-fly zones,,,,,Yes,Yes,Too much,Have no impact on the national security of the United States,Violent conflict and/or protests short of civil war,,,,,,,,,,,,,,,
25842,2014,US,TRIP Snap Poll: 9 Questions on Current Global Issues,m,,"Syria will not comply by June 30, 2014, but it ultimately will comply with the agreement",No,No,Further economic sanctions against the Syrian government,,,,,,,Yes,No,Too much,Decrease the national security of the United States,Don't know,,,,,,,,,,,,,,,
10877,2014,US,TRIP Snap Poll: 9 Questions on Current Global Issues,m,35-44,Syria will not comply with the agreement,No,No,,,,,,,No further action is needed,Yes,Yes,Too much,Enhance the national security of the United States,Stable government representing pro-Russian groups (unified Ukraine),,,,,,,,,,,,,,,
