District,Government,Value,Revenue Type,year,Vote,Revenue Source
Kamwenge District,District Government,"601,188",2c. Other Government Transfers,2015/16 Proposed Budget,Vote: 518,Road Maintenance (URF)
Kamwenge District,District Government,"11,800",2c. Other Government Transfers,2014/15 Approved Budget,Vote: 518,UNEB Contribution
Kamwenge District,District Government,"11,800",2c. Other Government Transfers,2015/16 Proposed Budget,Vote: 518,UNEB Contribution
Kamwenge District,District Government,"820,361",2c. Other Government Transfers,2014/15 Approved Budget,Vote: 518,UBOS
Kamwenge District,District Government,,2c. Other Government Transfers,2015/16 Proposed Budget,Vote: 518,UBOS
Kamwenge District,District Government,"4,500",2c. Other Government Transfers,2014/15 Approved Budget,Vote: 518,Contribution on Monitoring(MEOS)
Kamwenge District,District Government,"4,500",2c. Other Government Transfers,2015/16 Proposed Budget,Vote: 518,Contribution on Monitoring(MEOS)
Kamwenge District,District Government,"321,876",2c. Other Government Transfers,2014/15 Approved Budget,Vote: 518,Youth Liveihood Programme
Kamwenge District,District Government,"321,876",2c. Other Government Transfers,2015/16 Proposed Budget,Vote: 518,Youth Liveihood Programme
Kamwenge District,District Government,"558,614",3. Local Development Grant,2014/15 Approved Budget,Vote: 518,LGMSD (Former LGDP)
Kamwenge District,District Government,"558,614",3. Local Development Grant,2015/16 Proposed Budget,Vote: 518,LGMSD (Former LGDP)
Kamwenge District,District Government,"678,000",4. Donor Funding,2014/15 Approved Budget,Vote: 518,CAIP3
Kamwenge District,District Government,,4. Donor Funding,2015/16 Proposed Budget,Vote: 518,CAIP3
Kamwenge District,District Government,"165,915",4. Donor Funding,2014/15 Approved Budget,Vote: 518,Baylor College
Kamwenge District,District Government,"165,915",4. Donor Funding,2015/16 Proposed Budget,Vote: 518,Baylor College
Kamwenge District,District Government,"101,422",4. Donor Funding,2014/15 Approved Budget,Vote: 518,SDS Grant A
Kamwenge District,District Government,"101,422",4. Donor Funding,2015/16 Proposed Budget,Vote: 518,SDS Grant A
Kamwenge District,District Government,"596,856",4. Donor Funding,2014/15 Approved Budget,Vote: 518,SDS DMIP
Kamwenge District,District Government,"114,775",4. Donor Funding,2015/16 Proposed Budget,Vote: 518,SDS DMIP
Kamwenge District,District Government,,4. Donor Funding,2014/15 Approved Budget,Vote: 518,Global Fund/Gavi Fund
Kamwenge District,District Government,,4. Donor Funding,2015/16 Proposed Budget,Vote: 518,Global Fund/Gavi Fund
Kamwenge District,District Government,"116,615",4. Donor Funding,2014/15 Approved Budget,Vote: 518,DLSP
Kamwenge District,District Government,,4. Donor Funding,2015/16 Proposed Budget,Vote: 518,DLSP
Kamwenge District,District Government,"134,670",4. Donor Funding,2014/15 Approved Budget,Vote: 518,Mother Child/ Baylor
Kamwenge District,District Government,"134,670",4. Donor Funding,2015/16 Proposed Budget,Vote: 518,Mother Child/ Baylor
Kanungu District,District Government,"25,900",1. Locally Raised Revenues,2014/15 Approved Budget,Vote: 519,Market/Gate Charges
Kanungu District,District Government,"62,000",1. Locally Raised Revenues,2015/16 Proposed Budget,Vote: 519,Market/Gate Charges
Kanungu District,District Government,114,1. Locally Raised Revenues,2014/15 Approved Budget,Vote: 519,"Registration (e.g. Births, Deaths, Marriages, etc.) Fees"
Kanungu District,District Government,"3,000",1. Locally Raised Revenues,2015/16 Proposed Budget,Vote: 519,"Registration (e.g. Births, Deaths, Marriages, etc.) Fees"
Kanungu District,District Government,"3,143",1. Locally Raised Revenues,2014/15 Approved Budget,Vote: 519,Registration of Businesses
Kanungu District,District Government,"10,000",1. Locally Raised Revenues,2015/16 Proposed Budget,Vote: 519,Registration of Businesses
Kanungu District,District Government,"7,200",1. Locally Raised Revenues,2014/15 Approved Budget,Vote: 519,Rent & rates-produced assets-from  private entities
Kanungu District,District Government,"25,000",1. Locally Raised Revenues,2015/16 Proposed Budget,Vote: 519,Rent & rates-produced assets-from  private entities
Kanungu District,District Government,,1. Locally Raised Revenues,2014/15 Approved Budget,Vote: 519,Royalties
Kanungu District,District Government,"14,500",1. Locally Raised Revenues,2015/16 Proposed Budget,Vote: 519,Royalties
Kanungu District,District Government,"6,724",1. Locally Raised Revenues,2014/15 Approved Budget,Vote: 519,Sale of (Produced) Government Properties/assets
Kanungu District,District Government,"40,000",1. Locally Raised Revenues,2015/16 Proposed Budget,Vote: 519,Sale of (Produced) Government Properties/assets
Kanungu District,District Government,"2,286",1. Locally Raised Revenues,2014/15 Approved Budget,Vote: 519,Sale of non-produced government Properties/assets
Kanungu District,District Government,"12,000",1. Locally Raised Revenues,2015/16 Proposed Budget,Vote: 519,Sale of non-produced government Properties/assets
Kanungu District,District Government,,1. Locally Raised Revenues,2014/15 Approved Budget,Vote: 519,Park Fees
Kanungu District,District Government,"50,000",1. Locally Raised Revenues,2015/16 Proposed Budget,Vote: 519,Park Fees
Kanungu District,District Government,"114,971",1. Locally Raised Revenues,2014/15 Approved Budget,Vote: 519,Other licences
Kanungu District,District Government,"114,971",1. Locally Raised Revenues,2015/16 Proposed Budget,Vote: 519,Other licences
Kanungu District,District Government,"28,580",1. Locally Raised Revenues,2014/15 Approved Budget,Vote: 519,Property related Duties/Fees
Kanungu District,District Government,"91,000",1. Locally Raised Revenues,2015/16 Proposed Budget,Vote: 519,Property related Duties/Fees
Kanungu District,District Government,"21,143",1. Locally Raised Revenues,2014/15 Approved Budget,Vote: 519,Miscellaneous
Kanungu District,District Government,"41,000",1. Locally Raised Revenues,2015/16 Proposed Budget,Vote: 519,Miscellaneous
Kanungu District,District Government,"1,000",1. Locally Raised Revenues,2014/15 Approved Budget,Vote: 519,Liquor licences
Kanungu District,District Government,"1,000",1. Locally Raised Revenues,2015/16 Proposed Budget,Vote: 519,Liquor licences
Kanungu District,District Government,,1. Locally Raised Revenues,2014/15 Approved Budget,Vote: 519,Lock-up Fees
Kanungu District,District Government,"8,000",1. Locally Raised Revenues,2015/16 Proposed Budget,Vote: 519,Lock-up Fees
Kanungu District,District Government,"575,791",1. Locally Raised Revenues,2014/15 Approved Budget,Vote: 519,Locally Raised Revenues
Kanungu District,District Government,,1. Locally Raised Revenues,2015/16 Proposed Budget,Vote: 519,Locally Raised Revenues
Kanungu District,District Government,"45,876",1. Locally Raised Revenues,2014/15 Approved Budget,Vote: 519,Local Service Tax
Kanungu District,District Government,"135,000",1. Locally Raised Revenues,2015/16 Proposed Budget,Vote: 519,Local Service Tax
Kanungu District,District Government,"12,857",1. Locally Raised Revenues,2014/15 Approved Budget,Vote: 519,Local Hotel Tax
Kanungu District,District Government,"22,000",1. Locally Raised Revenues,2015/16 Proposed Budget,Vote: 519,Local Hotel Tax
Kanungu District,District Government,"19,000",1. Locally Raised Revenues,2014/15 Approved Budget,Vote: 519,Agency Fees
Kanungu District,District Government,"19,000",1. Locally Raised Revenues,2015/16 Proposed Budget,Vote: 519,Agency Fees
Kanungu District,District Government,"17,143",1. Locally Raised Revenues,2014/15 Approved Budget,Vote: 519,Business licences
Kanungu District,District Government,"42,000",1. Locally Raised Revenues,2015/16 Proposed Budget,Vote: 519,Business licences
Kanungu District,District Government,"4,857",1. Locally Raised Revenues,2014/15 Approved Budget,Vote: 519,Animal & Crop Husbandry related levies
Kanungu District,District Government,"4,857",1. Locally Raised Revenues,2015/16 Proposed Budget,Vote: 519,Animal & Crop Husbandry related levies
Kanungu District,District Government,"17,280",1. Locally Raised Revenues,2014/15 Approved Budget,Vote: 519,Other Fees and Charges
Kanungu District,District Government,"17,280",1. Locally Raised Revenues,2015/16 Proposed Budget,Vote: 519,Other Fees and Charges
Kanungu District,District Government,"2,354,411",2a. Discretionary Government Transfers,2014/15 Approved Budget,Vote: 519,Hard to reach allowances
Kanungu District,District Government,"2,354,411",2a. Discretionary Government Transfers,2015/16 Proposed Budget,Vote: 519,Hard to reach allowances
Kanungu District,District Government,"466,434",2a. Discretionary Government Transfers,2014/15 Approved Budget,Vote: 519,District Unconditional Grant - Non Wage
Kanungu District,District Government,"466,434",2a. Discretionary Government Transfers,2015/16 Proposed Budget,Vote: 519,District Unconditional Grant - Non Wage
Kanungu District,District Government,"1,183,686",2a. Discretionary Government Transfers,2014/15 Approved Budget,Vote: 519,Transfer of District Unconditional Grant - Wage
Kanungu District,District Government,"1,183,686",2a. Discretionary Government Transfers,2015/16 Proposed Budget,Vote: 519,Transfer of District Unconditional Grant - Wage
Kanungu District,District Government,"226,987",2a. Discretionary Government Transfers,2014/15 Approved Budget,Vote: 519,Urban Unconditional Grant - Non Wage
Kanungu District,District Government,"226,987",2a. Discretionary Government Transfers,2015/16 Proposed Budget,Vote: 519,Urban Unconditional Grant - Non Wage
Kanungu District,District Government,"500,774",2a. Discretionary Government Transfers,2014/15 Approved Budget,Vote: 519,Transfer of Urban Unconditional Grant - Wage
Kanungu District,District Government,"500,774",2a. Discretionary Government Transfers,2015/16 Proposed Budget,Vote: 519,Transfer of Urban Unconditional Grant - Wage
Kanungu District,District Government,"159,297",2b. Conditional Government Transfers,2014/15 Approved Budget,Vote: 519,Conditional Grant to PHC- Non wage
Kanungu District,District Government,"159,297",2b. Conditional Government Transfers,2015/16 Proposed Budget,Vote: 519,Conditional Grant to PHC- Non wage
Kanungu District,District Government,"354,985",2b. Conditional Government Transfers,2014/15 Approved Budget,Vote: 519,Conditional Transfers for Non Wage Technical Institutes
Kanungu District,District Government,"354,985",2b. Conditional Government Transfers,2015/16 Proposed Budget,Vote: 519,Conditional Transfers for Non Wage Technical Institutes
Kanungu District,District Government,"160,984",2b. Conditional Government Transfers,2014/15 Approved Budget,Vote: 519,Conditional Transfers for Non Wage Technical & Farm Schools
Kanungu District,District Government,"160,984",2b. Conditional Government Transfers,2015/16 Proposed Budget,Vote: 519,Conditional Transfers for Non Wage Technical & Farm Schools
Kanungu District,District Government,"143,336",2b. Conditional Government Transfers,2014/15 Approved Budget,Vote: 519,Conditional Transfers for Non Wage Community Polytechnics
Kanungu District,District Government,"143,336",2b. Conditional Government Transfers,2015/16 Proposed Budget,Vote: 519,Conditional Transfers for Non Wage Community Polytechnics
Kanungu District,District Government,"356,129",2b. Conditional Government Transfers,2014/15 Approved Budget,Vote: 519,Conditional transfer for Rural Water 
Kanungu District,District Government,"356,129",2b. Conditional Government Transfers,2015/16 Proposed Budget,Vote: 519,Conditional transfer for Rural Water 
Kanungu District,District Government,"10,570",2b. Conditional Government Transfers,2014/15 Approved Budget,Vote: 519,Conditional Grant to Women Youth and Disability Grant
Kanungu District,District Government,"10,570",2b. Conditional Government Transfers,2015/16 Proposed Budget,Vote: 519,Conditional Grant to Women Youth and Disability Grant
Kanungu District,District Government,"16,000",2b. Conditional Government Transfers,2014/15 Approved Budget,Vote: 519,Conditional Grant to Urban Water
Kanungu District,District Government,"16,000",2b. Conditional Government Transfers,2015/16 Proposed Budget,Vote: 519,Conditional Grant to Urban Water
Kanungu District,District Government,"431,448",2b. Conditional Government Transfers,2014/15 Approved Budget,Vote: 519,Conditional Grant to Tertiary Salaries
Kanungu District,District Government,"431,448",2b. Conditional Government Transfers,2015/16 Proposed Budget,Vote: 519,Conditional Grant to Tertiary Salaries
Kanungu District,District Government,"413,697",2b. Conditional Government Transfers,2014/15 Approved Budget,Vote: 519,Conditional Grant to SFG
Kanungu District,District Government,"413,697",2b. Conditional Government Transfers,2015/16 Proposed Budget,Vote: 519,Conditional Grant to SFG
Kanungu District,District Government,"1,951,331",2b. Conditional Government Transfers,2014/15 Approved Budget,Vote: 519,Conditional Grant to Secondary Salaries
Kanungu District,District Government,"1,951,331",2b. Conditional Government Transfers,2015/16 Proposed Budget,Vote: 519,Conditional Grant to Secondary Salaries
