Budget Type,District,Government,Budget,Economic Function,year,Vote,ofWhich,Budget Function,Programme
Recurrent Budget Estimates,YUMBE District,Central Government,"19,696",321420  Conditional Grant to Functional Adult Lit,2015/16 Draft Estimates,Vote:556,,Non Wage,Programme  09 Community Based Services
Development Budget Estimates,YUMBE District,Central Government,"1,356,264",321426  LGMSD (Former LGDP),2015/16 Draft Estimates,Vote:556,,Dev't,Project  0115 LGDP FUND
Development Budget Estimates,YUMBE District,Central Government,"71,212",o/w Yumbe T.C,2015/16 Draft Estimates,Vote:556,321426  LGMSD (Former LGDP),Dev't,Project  0115 LGDP FUND
Development Budget Estimates,YUMBE District,Central Government,"774,280",321428  Conditional transfer for Rural Water,2015/16 Draft Estimates,Vote:556,,Dev't,Project  0156 RURAL WATER AND SANITATION
Development Budget Estimates,YUMBE District,Central Government,"413,537",321431  Conditional Grant to PHC - development,2015/16 Draft Estimates,Vote:556,,Dev't,Project  0422 PRIMARY HEALTH CARE
Development Budget Estimates,YUMBE District,Central Government,"500,335",321433  Conditional Grant to SFG,2015/16 Draft Estimates,Vote:556,,Dev't,Project  0423 SCHOOL CONSTRUCTION PROGRAMME
Development Budget Estimates,YUMBE District,Central Government,"472,165",321412  Roads Rehabilitation Grant,2015/16 Draft Estimates,Vote:556,,Dev't,Project  1168 ROAD REHABILITATION GRANT
Development Budget Estimates,YUMBE District,Central Government,"422,629",321452  Construction of Secondary Schools,2015/16 Draft Estimates,Vote:556,,Dev't,Project  1214 SECONDARY SCHOOL CONSTRUCTION
Development Budget Estimates,YUMBE District,Central Government,"209,385",321449  Sanitation and Hygiene,2015/16 Draft Estimates,Vote:556,,Dev't,Project  1218 UGANDA SANITATION FUND
Recurrent Budget Estimates,BUTALEJA District,Central Government,"1,182,260",321451  Transfer of District Unconditional Grant - Wage,2015/16 Draft Estimates,Vote:557,,Wage,Programme  01 Administration
Recurrent Budget Estimates,BUTALEJA District,Central Government,"51,794",321450  Transfer of Urban Unconditional Grant - Wage,2015/16 Draft Estimates,Vote:557,,Wage,Programme  01 Administration
Recurrent Budget Estimates,BUTALEJA District,Central Government,"145,577",321402  Urban Unconditional Grant - Non Wage,2015/16 Draft Estimates,Vote:557,,Non Wage,Programme  01 Administration
Recurrent Budget Estimates,BUTALEJA District,Central Government,"63,944",o/w Busolwe T.C,2015/16 Draft Estimates,Vote:557,321402  Urban Unconditional Grant - Non Wage,Non Wage,Programme  01 Administration
Recurrent Budget Estimates,BUTALEJA District,Central Government,"81,634",o/w Butaleja T.C,2015/16 Draft Estimates,Vote:557,321402  Urban Unconditional Grant - Non Wage,Non Wage,Programme  01 Administration
Recurrent Budget Estimates,BUTALEJA District,Central Government,"396,058",321401  District Unconditional Grant - Non Wage,2015/16 Draft Estimates,Vote:557,,Non Wage,Programme  01 Administration
Recurrent Budget Estimates,BUTALEJA District,Central Government,"52,715",321427  Conditional Grant to PAF monitoring,2015/16 Draft Estimates,Vote:557,,Non Wage,"Programme  02 Finance, Planning and Internal Audit"
Recurrent Budget Estimates,BUTALEJA District,Central Government,"24,345",o/w Normal PAF Monitoring & Accountability,2015/16 Draft Estimates,Vote:557,321427  Conditional Grant to PAF monitoring,Non Wage,"Programme  02 Finance, Planning and Internal Audit"
Recurrent Budget Estimates,BUTALEJA District,Central Government,"17,498",o/w PRDP allocation,2015/16 Draft Estimates,Vote:557,321427  Conditional Grant to PAF monitoring,Non Wage,"Programme  02 Finance, Planning and Internal Audit"
Recurrent Budget Estimates,BUTALEJA District,Central Government,"10,872",o/w Printing of Payslips,2015/16 Draft Estimates,Vote:557,321427  Conditional Grant to PAF monitoring,Non Wage,"Programme  02 Finance, Planning and Internal Audit"
Recurrent Budget Estimates,BUTALEJA District,Central Government,"109,315",321445  Conditional transfers to Councillors allowances and Ex- Gratia for LLGs,2015/16 Draft Estimates,Vote:557,,Non Wage,Programme  03 Statutory Bodies
Recurrent Budget Estimates,BUTALEJA District,Central Government,"136,282",321444  Conditional transfers to Salary and Gratuity for LG elected Political Leaders,2015/16 Draft Estimates,Vote:557,,Wage,Programme  03 Statutory Bodies
Recurrent Budget Estimates,BUTALEJA District,Central Government,"31,082",321439  Conditional transfers to DSC Operational Costs,2015/16 Draft Estimates,Vote:557,,Non Wage,Programme  03 Statutory Bodies
Recurrent Budget Estimates,BUTALEJA District,Central Government,"32,495","321422  Conditional transfers to Contracts Committee/DSC/PAC/Land Boards, etc.",2015/16 Draft Estimates,Vote:557,,Non Wage,Programme  03 Statutory Bodies
Recurrent Budget Estimates,BUTALEJA District,Central Government,"5,212",o/w Contracts Committee,2015/16 Draft Estimates,Vote:557,"321422  Conditional transfers to Contracts Committee/DSC/PAC/Land Boards, etc.",Non Wage,Programme  03 Statutory Bodies
Recurrent Budget Estimates,BUTALEJA District,Central Government,"7,903",o/w District Land Board,2015/16 Draft Estimates,Vote:557,"321422  Conditional transfers to Contracts Committee/DSC/PAC/Land Boards, etc.",Non Wage,Programme  03 Statutory Bodies
Recurrent Budget Estimates,BUTALEJA District,Central Government,"15,005",o/w PAC,2015/16 Draft Estimates,Vote:557,"321422  Conditional transfers to Contracts Committee/DSC/PAC/Land Boards, etc.",Non Wage,Programme  03 Statutory Bodies
Recurrent Budget Estimates,BUTALEJA District,Central Government,"4,374",o/w PRDP Component,2015/16 Draft Estimates,Vote:557,"321422  Conditional transfers to Contracts Committee/DSC/PAC/Land Boards, etc.",Non Wage,Programme  03 Statutory Bodies
Recurrent Budget Estimates,BUTALEJA District,Central Government,"24,336",321410  Conditional Grant to DSC Chairs’ Salaries,2015/16 Draft Estimates,Vote:557,,Wage,Programme  03 Statutory Bodies
Recurrent Budget Estimates,BUTALEJA District,Central Government,"71,400",321448  Conditional transfers to Production and Marketing,2015/16 Draft Estimates,Vote:557,,Non Wage,Programme  04 Production
Recurrent Budget Estimates,BUTALEJA District,Central Government,"121,929",321408  Conditional Grant to Agric. Ext Salaries,2015/16 Draft Estimates,Vote:557,,Wage,Programme  04 Production
Recurrent Budget Estimates,BUTALEJA District,Central Government,"23,268",321418  Conditional Grant to NGO Hospitals,2015/16 Draft Estimates,Vote:557,,Non Wage,Programme  05 Health
Recurrent Budget Estimates,BUTALEJA District,Central Government,"153,623",321417  Conditional Grant to District Hospitals,2015/16 Draft Estimates,Vote:557,,Non Wage,Programme  05 Health
Recurrent Budget Estimates,BUTALEJA District,Central Government,"152,712",321413  Conditional Grant to PHC- Non wage,2015/16 Draft Estimates,Vote:557,,Non Wage,Programme  05 Health
Recurrent Budget Estimates,BUTALEJA District,Central Government,"1,799,575",321407  Conditional Grant to PHC Salaries,2015/16 Draft Estimates,Vote:557,,Wage,Programme  05 Health
Recurrent Budget Estimates,BUTALEJA District,Central Government,"134,200",321461  Conditional Transfers for Non Wage Technical Institutes,2015/16 Draft Estimates,Vote:557,,Non Wage,Programme  06 Education
Recurrent Budget Estimates,BUTALEJA District,Central Government,"6,000",321455  Conditional Transfers for Non Wage Community Polytechnics,2015/16 Draft Estimates,Vote:557,,Non Wage,Programme  06 Education
Recurrent Budget Estimates,BUTALEJA District,Central Government,"34,327",321447  Conditional transfers to School Inspection Grant,2015/16 Draft Estimates,Vote:557,,Non Wage,Programme  06 Education
Recurrent Budget Estimates,BUTALEJA District,Central Government,"16,030",o/w DEO Operational Costs,2015/16 Draft Estimates,Vote:557,321447  Conditional transfers to School Inspection Grant,Non Wage,Programme  06 Education
Recurrent Budget Estimates,BUTALEJA District,Central Government,"916,872",321419  Conditional Grant to Secondary Education,2015/16 Draft Estimates,Vote:557,,Non Wage,Programme  06 Education
Recurrent Budget Estimates,BUTALEJA District,Central Government,"787,025",321411  Conditional Grant to Primary Education,2015/16 Draft Estimates,Vote:557,,Non Wage,Programme  06 Education
Recurrent Budget Estimates,BUTALEJA District,Central Government,"1,314,958",321406  Conditional Grant to Secondary Salaries,2015/16 Draft Estimates,Vote:557,,Wage,Programme  06 Education
Recurrent Budget Estimates,BUTALEJA District,Central Government,"6,297,478",321405  Conditional Grant to Primary Salaries,2015/16 Draft Estimates,Vote:557,,Wage,Programme  06 Education
Recurrent Budget Estimates,BUTALEJA District,Central Government,"197,414",321404  Conditional Grant to Tertiary Salaries,2015/16 Draft Estimates,Vote:557,,Wage,Programme  06 Education
Recurrent Budget Estimates,BUTALEJA District,Central Government,"15,113",321436  Conditional Grant to District Natural Res. - Wetlands (Non Wage),2015/16 Draft Estimates,Vote:557,,Non Wage,Programme  08 Natural Resources
Recurrent Budget Estimates,BUTALEJA District,Central Government,"22,856",321446  Conditional transfers to Special Grant for PWDs,2015/16 Draft Estimates,Vote:557,,Non Wage,Programme  09 Community Based Services
Recurrent Budget Estimates,BUTALEJA District,Central Government,"10,947",321437  Conditional Grant to Women Youth and Disability Grant,2015/16 Draft Estimates,Vote:557,,Non Wage,Programme  09 Community Based Services
Recurrent Budget Estimates,BUTALEJA District,Central Government,"2,189",o/w Disability,2015/16 Draft Estimates,Vote:557,321437  Conditional Grant to Women Youth and Disability Grant,Non Wage,Programme  09 Community Based Services
Recurrent Budget Estimates,BUTALEJA District,Central Government,"4,379",o/w Women,2015/16 Draft Estimates,Vote:557,321437  Conditional Grant to Women Youth and Disability Grant,Non Wage,Programme  09 Community Based Services
Recurrent Budget Estimates,BUTALEJA District,Central Government,"4,379",o/w Youth,2015/16 Draft Estimates,Vote:557,321437  Conditional Grant to Women Youth and Disability Grant,Non Wage,Programme  09 Community Based Services
Recurrent Budget Estimates,BUTALEJA District,Central Government,"16,873",321434  Conditional Grant to Community Devt Assistants Non Wage,2015/16 Draft Estimates,Vote:557,,Non Wage,Programme  09 Community Based Services
Recurrent Budget Estimates,BUTALEJA District,Central Government,"13,833",o/w CBR,2015/16 Draft Estimates,Vote:557,321434  Conditional Grant to Community Devt Assistants Non Wage,Non Wage,Programme  09 Community Based Services
Recurrent Budget Estimates,BUTALEJA District,Central Government,"12,002",321420  Conditional Grant to Functional Adult Lit,2015/16 Draft Estimates,Vote:557,,Non Wage,Programme  09 Community Based Services
Development Budget Estimates,BUTALEJA District,Central Government,"574,796",321426  LGMSD (Former LGDP),2015/16 Draft Estimates,Vote:557,,Dev't,Project  0115 LGDP FUND
Development Budget Estimates,BUTALEJA District,Central Government,"43,460",o/w Busolwe T.C,2015/16 Draft Estimates,Vote:557,321426  LGMSD (Former LGDP),Dev't,Project  0115 LGDP FUND
Development Budget Estimates,BUTALEJA District,Central Government,"27,700",o/w Butaleja T.C,2015/16 Draft Estimates,Vote:557,321426  LGMSD (Former LGDP),Dev't,Project  0115 LGDP FUND
Development Budget Estimates,BUTALEJA District,Central Government,"468,982",321428  Conditional transfer for Rural Water,2015/16 Draft Estimates,Vote:557,,Dev't,Project  0156 RURAL WATER AND SANITATION
Development Budget Estimates,BUTALEJA District,Central Government,"258,162",321431  Conditional Grant to PHC - development,2015/16 Draft Estimates,Vote:557,,Dev't,Project  0422 PRIMARY HEALTH CARE
Development Budget Estimates,BUTALEJA District,Central Government,"708,389",321433  Conditional Grant to SFG,2015/16 Draft Estimates,Vote:557,,Dev't,Project  0423 SCHOOL CONSTRUCTION PROGRAMME
Development Budget Estimates,BUTALEJA District,Central Government,"113,735",321412  Roads Rehabilitation Grant,2015/16 Draft Estimates,Vote:557,,Dev't,Project  1168 ROAD REHABILITATION GRANT
Development Budget Estimates,BUTALEJA District,Central Government,"666,808",321452  Construction of Secondary Schools,2015/16 Draft Estimates,Vote:557,,Dev't,Project  1214 SECONDARY SCHOOL CONSTRUCTION
Development Budget Estimates,BUTALEJA District,Central Government,"180,108",321449  Sanitation and Hygiene,2015/16 Draft Estimates,Vote:557,,Dev't,Project  1218 UGANDA SANITATION FUND
Recurrent Budget Estimates,IBANDA District,Central Government,"1,372,259",321451  Transfer of District Unconditional Grant - Wage,2015/16 Draft Estimates,Vote:558,,Wage,Programme  01 Administration
Recurrent Budget Estimates,IBANDA District,Central Government,"176,025",321450  Transfer of Urban Unconditional Grant - Wage,2015/16 Draft Estimates,Vote:558,,Wage,Programme  01 Administration
Recurrent Budget Estimates,IBANDA District,Central Government,"399,958",321402  Urban Unconditional Grant - Non Wage,2015/16 Draft Estimates,Vote:558,,Non Wage,Programme  01 Administration
Recurrent Budget Estimates,IBANDA District,Central Government,"119,522",o/w Ibanda T.C,2015/16 Draft Estimates,Vote:558,321402  Urban Unconditional Grant - Non Wage,Non Wage,Programme  01 Administration
Recurrent Budget Estimates,IBANDA District,Central Government,"64,572",o/w Igorora T.C,2015/16 Draft Estimates,Vote:558,321402  Urban Unconditional Grant - Non Wage,Non Wage,Programme  01 Administration
Recurrent Budget Estimates,IBANDA District,Central Government,"96,773",o/w Ishongororo T.C,2015/16 Draft Estimates,Vote:558,321402  Urban Unconditional Grant - Non Wage,Non Wage,Programme  01 Administration
Recurrent Budget Estimates,IBANDA District,Central Government,"119,091",o/w Rushango T.C (Including UShs. 56.248m for completion of Rushango HC II Building),2015/16 Draft Estimates,Vote:558,321402  Urban Unconditional Grant - Non Wage,Non Wage,Programme  01 Administration
Recurrent Budget Estimates,IBANDA District,Central Government,"560,198",321401  District Unconditional Grant - Non Wage,2015/16 Draft Estimates,Vote:558,,Non Wage,Programme  01 Administration
Recurrent Budget Estimates,IBANDA District,Central Government,"40,518",321427  Conditional Grant to PAF monitoring,2015/16 Draft Estimates,Vote:558,,Non Wage,"Programme  02 Finance, Planning and Internal Audit"
Recurrent Budget Estimates,IBANDA District,Central Government,"28,362",o/w Normal PAF Monitoring & Accountability,2015/16 Draft Estimates,Vote:558,321427  Conditional Grant to PAF monitoring,Non Wage,"Programme  02 Finance, Planning and Internal Audit"
Recurrent Budget Estimates,IBANDA District,Central Government,"12,156",o/w Printing of Payslips,2015/16 Draft Estimates,Vote:558,321427  Conditional Grant to PAF monitoring,Non Wage,"Programme  02 Finance, Planning and Internal Audit"
